   1.5007958e+01   1.5015915e+01
   1.5015915e+01   1.5031831e+01
   1.5023873e+01   1.5047746e+01
   1.5031831e+01   1.5063662e+01
   1.5039788e+01   1.5079577e+01
   1.5047746e+01   1.5095492e+01
   1.5055703e+01   1.5111406e+01
   1.5063660e+01   1.5127321e+01
   1.5071617e+01   1.5143235e+01
   1.5079574e+01   1.5159148e+01
   1.5087531e+01   1.5175061e+01
   1.5095487e+01   1.5190974e+01
   1.5103443e+01   1.5206887e+01
   1.5111399e+01   1.5222798e+01
   1.5119355e+01   1.5238710e+01
   1.5127310e+01   1.5254620e+01
   1.5135265e+01   1.5270530e+01
   1.5143220e+01   1.5286440e+01
   1.5151174e+01   1.5302348e+01
   1.5159128e+01   1.5318256e+01
   1.5167082e+01   1.5334163e+01
   1.5175035e+01   1.5350069e+01
   1.5182987e+01   1.5365975e+01
   1.5190939e+01   1.5381879e+01
   1.5198891e+01   1.5397782e+01
   1.5206842e+01   1.5413685e+01
   1.5214793e+01   1.5429586e+01
   1.5222743e+01   1.5445486e+01
   1.5230693e+01   1.5461385e+01
   1.5238642e+01   1.5477283e+01
   1.5246590e+01   1.5493180e+01
   1.5254538e+01   1.5509076e+01
   1.5262485e+01   1.5524970e+01
   1.5270431e+01   1.5540863e+01
   1.5278377e+01   1.5556754e+01
   1.5286322e+01   1.5572644e+01
   1.5294267e+01   1.5588533e+01
   1.5302210e+01   1.5604420e+01
   1.5310153e+01   1.5620306e+01
   1.5318095e+01   1.5636190e+01
   1.5326036e+01   1.5652072e+01
   1.5333977e+01   1.5667953e+01
   1.5341916e+01   1.5683832e+01
   1.5349855e+01   1.5699710e+01
   1.5357793e+01   1.5715585e+01
   1.5365729e+01   1.5731459e+01
   1.5373665e+01   1.5747331e+01
   1.5381600e+01   1.5763201e+01
   1.5389534e+01   1.5779069e+01
   1.5397468e+01   1.5794935e+01
   1.5405400e+01   1.5810799e+01
   1.5413331e+01   1.5826661e+01
   1.5421261e+01   1.5842521e+01
   1.5429190e+01   1.5858379e+01
   1.5437117e+01   1.5874235e+01
   1.5445044e+01   1.5890088e+01
   1.5452970e+01   1.5905939e+01
   1.5460894e+01   1.5921788e+01
   1.5468817e+01   1.5937635e+01
   1.5476740e+01   1.5953479e+01
   1.5484660e+01   1.5969321e+01
   1.5492580e+01   1.5985160e+01
   1.5500498e+01   1.6000997e+01
   1.5508416e+01   1.6016831e+01
   1.5516331e+01   1.6032663e+01
   1.5524246e+01   1.6048492e+01
   1.5532159e+01   1.6064318e+01
   1.5540071e+01   1.6080142e+01
   1.5547982e+01   1.6095963e+01
   1.5555891e+01   1.6111781e+01
   1.5563798e+01   1.6127597e+01
   1.5571705e+01   1.6143409e+01
   1.5579610e+01   1.6159219e+01
   1.5587513e+01   1.6175026e+01
   1.5595415e+01   1.6190829e+01
   1.5603315e+01   1.6206630e+01
   1.5611214e+01   1.6222428e+01
   1.5619111e+01   1.6238222e+01
   1.5627007e+01   1.6254014e+01
   1.5634901e+01   1.6269802e+01
   1.5642794e+01   1.6285587e+01
   1.5650685e+01   1.6301369e+01
   1.5658574e+01   1.6317148e+01
   1.5666461e+01   1.6332923e+01
   1.5674347e+01   1.6348694e+01
   1.5682231e+01   1.6364463e+01
   1.5690114e+01   1.6380228e+01
   1.5697995e+01   1.6395989e+01
   1.5705874e+01   1.6411747e+01
   1.5713751e+01   1.6427501e+01
   1.5721626e+01   1.6443252e+01
   1.5729500e+01   1.6458999e+01
   1.5737371e+01   1.6474742e+01
   1.5745241e+01   1.6490482e+01
   1.5753109e+01   1.6506218e+01
   1.5760975e+01   1.6521950e+01
   1.5768839e+01   1.6537678e+01
   1.5776701e+01   1.6553402e+01
   1.5784561e+01   1.6569123e+01
   1.5792419e+01   1.6584839e+01
   1.5800276e+01   1.6600551e+01
   1.5808130e+01   1.6616259e+01
   1.5815982e+01   1.6631964e+01
   1.5823832e+01   1.6647664e+01
   1.5831680e+01   1.6663360e+01
   1.5839526e+01   1.6679051e+01
   1.5847369e+01   1.6694739e+01
   1.5855211e+01   1.6710422e+01
   1.5863050e+01   1.6726101e+01
   1.5870887e+01   1.6741775e+01
   1.5878722e+01   1.6757445e+01
   1.5886555e+01   1.6773111e+01
   1.5894386e+01   1.6788772e+01
   1.5902214e+01   1.6804428e+01
   1.5910040e+01   1.6820080e+01
   1.5917864e+01   1.6835727e+01
   1.5925685e+01   1.6851370e+01
   1.5933504e+01   1.6867008e+01
   1.5941321e+01   1.6882641e+01
   1.5949135e+01   1.6898270e+01
   1.5956947e+01   1.6913894e+01
   1.5964756e+01   1.6929512e+01
   1.5972563e+01   1.6945126e+01
   1.5980368e+01   1.6960735e+01
   1.5988170e+01   1.6976340e+01
   1.5995969e+01   1.6991939e+01
   1.6003766e+01   1.7007533e+01
   1.6011561e+01   1.7023122e+01
   1.6019353e+01   1.7038705e+01
   1.6027142e+01   1.7054284e+01
   1.6034929e+01   1.7069857e+01
   1.6042713e+01   1.7085426e+01
   1.6050494e+01   1.7100989e+01
   1.6058273e+01   1.7116546e+01
   1.6066049e+01   1.7132098e+01
   1.6073823e+01   1.7147645e+01
   1.6081593e+01   1.7163187e+01
   1.6089361e+01   1.7178723e+01
   1.6097126e+01   1.7194253e+01
   1.6104889e+01   1.7209778e+01
   1.6112649e+01   1.7225297e+01
   1.6120405e+01   1.7240811e+01
   1.6128159e+01   1.7256319e+01
   1.6135910e+01   1.7271821e+01
   1.6143659e+01   1.7287317e+01
   1.6151404e+01   1.7302808e+01
   1.6159146e+01   1.7318293e+01
   1.6166886e+01   1.7333772e+01
   1.6174622e+01   1.7349245e+01
   1.6182356e+01   1.7364712e+01
   1.6190086e+01   1.7380173e+01
   1.6197814e+01   1.7395628e+01
   1.6205539e+01   1.7411077e+01
   1.6213260e+01   1.7426520e+01
   1.6220978e+01   1.7441957e+01
   1.6228694e+01   1.7457387e+01
   1.6236406e+01   1.7472812e+01
   1.6244115e+01   1.7488230e+01
   1.6251821e+01   1.7503641e+01
   1.6259523e+01   1.7519047e+01
   1.6267223e+01   1.7534446e+01
   1.6274919e+01   1.7549839e+01
   1.6282612e+01   1.7565225e+01
   1.6290302e+01   1.7580604e+01
   1.6297989e+01   1.7595978e+01
   1.6305672e+01   1.7611344e+01
   1.6313352e+01   1.7626704e+01
   1.6321029e+01   1.7642057e+01
   1.6328702e+01   1.7657404e+01
   1.6336372e+01   1.7672744e+01
   1.6344038e+01   1.7688077e+01
   1.6351702e+01   1.7703403e+01
   1.6359361e+01   1.7718723e+01
   1.6367018e+01   1.7734035e+01
   1.6374670e+01   1.7749341e+01
   1.6382320e+01   1.7764640e+01
   1.6389966e+01   1.7779931e+01
   1.6397608e+01   1.7795216e+01
   1.6405247e+01   1.7810493e+01
   1.6412882e+01   1.7825764e+01
   1.6420514e+01   1.7841027e+01
   1.6428142e+01   1.7856283e+01
   1.6435766e+01   1.7871532e+01
   1.6443387e+01   1.7886774e+01
   1.6451004e+01   1.7902008e+01
   1.6458617e+01   1.7917235e+01
   1.6466227e+01   1.7932454e+01
   1.6473833e+01   1.7947666e+01
   1.6481435e+01   1.7962871e+01
   1.6489034e+01   1.7978068e+01
   1.6496629e+01   1.7993258e+01
   1.6504220e+01   1.8008440e+01
   1.6511807e+01   1.8023614e+01
   1.6519390e+01   1.8038781e+01
   1.6526970e+01   1.8053940e+01
   1.6534545e+01   1.8069091e+01
   1.6542117e+01   1.8084234e+01
   1.6549685e+01   1.8099370e+01
   1.6557249e+01   1.8114498e+01
   1.6564809e+01   1.8129618e+01
   1.6572365e+01   1.8144730e+01
   1.6579917e+01   1.8159834e+01
   1.6587465e+01   1.8174930e+01
   1.6595009e+01   1.8190018e+01
   1.6602549e+01   1.8205098e+01
   1.6610085e+01   1.8220170e+01
   1.6617617e+01   1.8235233e+01
   1.6625144e+01   1.8250289e+01
   1.6632668e+01   1.8265336e+01
   1.6640188e+01   1.8280375e+01
   1.6647703e+01   1.8295406e+01
   1.6655214e+01   1.8310428e+01
   1.6662721e+01   1.8325442e+01
   1.6670224e+01   1.8340447e+01
   1.6677722e+01   1.8355444e+01
   1.6685217e+01   1.8370433e+01
   1.6692707e+01   1.8385413e+01
   1.6700192e+01   1.8400384e+01
   1.6707674e+01   1.8415347e+01
   1.6715151e+01   1.8430301e+01
   1.6722623e+01   1.8445247e+01
   1.6730092e+01   1.8460184e+01
   1.6737556e+01   1.8475112e+01
   1.6745015e+01   1.8490031e+01
   1.6752471e+01   1.8504941e+01
   1.6759921e+01   1.8519842e+01
   1.6767368e+01   1.8534735e+01
   1.6774809e+01   1.8549619e+01
   1.6782247e+01   1.8564493e+01
   1.6789679e+01   1.8579359e+01
   1.6797108e+01   1.8594215e+01
   1.6804531e+01   1.8609063e+01
   1.6811950e+01   1.8623901e+01
   1.6819365e+01   1.8638730e+01
   1.6826775e+01   1.8653550e+01
   1.6834180e+01   1.8668360e+01
   1.6841581e+01   1.8683162e+01
   1.6848977e+01   1.8697954e+01
   1.6856368e+01   1.8712736e+01
   1.6863755e+01   1.8727509e+01
   1.6871137e+01   1.8742273e+01
   1.6878514e+01   1.8757028e+01
   1.6885886e+01   1.8771772e+01
   1.6893254e+01   1.8786507e+01
   1.6900617e+01   1.8801233e+01
   1.6907975e+01   1.8815949e+01
   1.6915328e+01   1.8830655e+01
   1.6922676e+01   1.8845352e+01
   1.6930019e+01   1.8860039e+01
   1.6937358e+01   1.8874716e+01
   1.6944692e+01   1.8889383e+01
   1.6952020e+01   1.8904041e+01
   1.6959344e+01   1.8918688e+01
   1.6966663e+01   1.8933326e+01
   1.6973977e+01   1.8947954e+01
   1.6981286e+01   1.8962571e+01
   1.6988589e+01   1.8977179e+01
   1.6995888e+01   1.8991776e+01
   1.7003182e+01   1.9006364e+01
   1.7010471e+01   1.9020941e+01
   1.7017754e+01   1.9035508e+01
   1.7025033e+01   1.9050065e+01
   1.7032306e+01   1.9064612e+01
   1.7039574e+01   1.9079148e+01
   1.7046837e+01   1.9093674e+01
   1.7054095e+01   1.9108190e+01
   1.7061347e+01   1.9122695e+01
   1.7068595e+01   1.9137190e+01
   1.7075837e+01   1.9151674e+01
   1.7083074e+01   1.9166148e+01
   1.7090305e+01   1.9180611e+01
   1.7097532e+01   1.9195064e+01
   1.7104753e+01   1.9209506e+01
   1.7111968e+01   1.9223937e+01
   1.7119179e+01   1.9238358e+01
   1.7126384e+01   1.9252767e+01
   1.7133583e+01   1.9267167e+01
   1.7140777e+01   1.9281555e+01
   1.7147966e+01   1.9295932e+01
   1.7155150e+01   1.9310299e+01
   1.7162327e+01   1.9324655e+01
   1.7169500e+01   1.9338999e+01
   1.7176667e+01   1.9353333e+01
   1.7183828e+01   1.9367656e+01
   1.7190984e+01   1.9381968e+01
   1.7198134e+01   1.9396268e+01
   1.7205279e+01   1.9410558e+01
   1.7212418e+01   1.9424836e+01
   1.7219551e+01   1.9439103e+01
   1.7226679e+01   1.9453359e+01
   1.7233802e+01   1.9467603e+01
   1.7240918e+01   1.9481836e+01
   1.7248029e+01   1.9496058e+01
   1.7255134e+01   1.9510269e+01
   1.7262234e+01   1.9524468e+01
   1.7269328e+01   1.9538655e+01
   1.7276416e+01   1.9552831e+01
   1.7283498e+01   1.9566996e+01
   1.7290574e+01   1.9581149e+01
   1.7297645e+01   1.9595290e+01
   1.7304710e+01   1.9609420e+01
   1.7311769e+01   1.9623538e+01
   1.7318822e+01   1.9637644e+01
   1.7325869e+01   1.9651739e+01
   1.7332911e+01   1.9665822e+01
   1.7339946e+01   1.9679893e+01
   1.7346976e+01   1.9693952e+01
   1.7353999e+01   1.9707999e+01
   1.7361017e+01   1.9722034e+01
   1.7368029e+01   1.9736058e+01
   1.7375035e+01   1.9750069e+01
   1.7382034e+01   1.9764068e+01
   1.7389028e+01   1.9778056e+01
   1.7396015e+01   1.9792031e+01
   1.7402997e+01   1.9805994e+01
   1.7409972e+01   1.9819945e+01
   1.7416942e+01   1.9833883e+01
   1.7423905e+01   1.9847810e+01
   1.7430862e+01   1.9861724e+01
   1.7437813e+01   1.9875626e+01
   1.7444757e+01   1.9889515e+01
   1.7451696e+01   1.9903392e+01
   1.7458628e+01   1.9917257e+01
   1.7465554e+01   1.9931109e+01
   1.7472474e+01   1.9944949e+01
   1.7479388e+01   1.9958776e+01
   1.7486295e+01   1.9972590e+01
   1.7493196e+01   1.9986392e+01
   1.7500091e+01   2.0000182e+01
   1.7506979e+01   2.0013958e+01
   1.7513861e+01   2.0027722e+01
   1.7520737e+01   2.0041474e+01
   1.7527606e+01   2.0055212e+01
   1.7534469e+01   2.0068938e+01
   1.7541325e+01   2.0082651e+01
   1.7548175e+01   2.0096351e+01
   1.7555019e+01   2.0110038e+01
   1.7561856e+01   2.0123712e+01
   1.7568687e+01   2.0137373e+01
   1.7575511e+01   2.0151021e+01
   1.7582328e+01   2.0164656e+01
   1.7589139e+01   2.0178278e+01
   1.7595944e+01   2.0191887e+01
   1.7602742e+01   2.0205483e+01
   1.7609533e+01   2.0219066e+01
   1.7616318e+01   2.0232635e+01
   1.7623096e+01   2.0246191e+01
   1.7629867e+01   2.0259734e+01
   1.7636632e+01   2.0273263e+01
   1.7643390e+01   2.0286780e+01
   1.7650141e+01   2.0300282e+01
   1.7656886e+01   2.0313772e+01
   1.7663624e+01   2.0327247e+01
   1.7670355e+01   2.0340710e+01
   1.7677079e+01   2.0354159e+01
   1.7683797e+01   2.0367594e+01
   1.7690508e+01   2.0381015e+01
   1.7697212e+01   2.0394424e+01
   1.7703909e+01   2.0407818e+01
   1.7710599e+01   2.0421199e+01
   1.7717283e+01   2.0434565e+01
   1.7723959e+01   2.0447919e+01
   1.7730629e+01   2.0461258e+01
   1.7737292e+01   2.0474584e+01
   1.7743948e+01   2.0487895e+01
   1.7750597e+01   2.0501193e+01
   1.7757238e+01   2.0514477e+01
   1.7763873e+01   2.0527747e+01
   1.7770501e+01   2.0541003e+01
   1.7777122e+01   2.0554244e+01
   1.7783736e+01   2.0567472e+01
   1.7790343e+01   2.0580686e+01
   1.7796943e+01   2.0593885e+01
   1.7803535e+01   2.0607071e+01
   1.7810121e+01   2.0620242e+01
   1.7816699e+01   2.0633399e+01
